property_name,tenant_name,rent_amount,lease_start,_3leases_rolling_average
Owen-Kim,"Lee Smith",8344,2022-09-23,20733
"Palmer and Sons","James Brown",14525,2020-01-07,14525
"Palmer and Sons","James Peterson",7163,2022-12-04,10844
"Palmer and Sons","Sandra Armstrong",3072,2023-10-07,8253
"Parks, Garcia and Walker","Stephanie Johnson",26290,2020-06-21,26290
"Parks, Garcia and Walker","Samantha Henderson",19077,2020-07-02,22684
"Parks, Garcia and Walker","Norman Sanchez",5234,2020-12-05,16867
"Parks, Garcia and Walker","Jamie Martinez",41129,2021-05-04,21813
"Parks, Garcia and Walker","Maria Conner",22917,2023-03-30,23093
"Parrish Inc","Michael Burke",24790,2020-05-28,24790
"Parrish Inc","Marie Morris",10140,2021-11-24,17465
"Parrish Inc","Anne Thomas",23106,2023-03-12,19345
"Parrish Inc","Jonathan Bryan",14172,2023-03-30,15806
Patel-Waters,"Eric Robinson",47618,2020-07-28,47618
Patel-Waters,"Jennifer Perry",1088,2022-11-21,24353
Patel-Waters,"Martin Thompson",23474,2023-01-04,24060
"Patterson PLC","Ryan Patton",47064,2020-03-10,47064
"Patterson PLC","Michael Koch",20447,2020-07-19,33756
"Patterson PLC","Gregory Meza",28392,2020-09-19,31968
"Patterson PLC","Kerry Johnson",6734,2021-10-18,18524
"Patterson PLC","Timothy Shaffer",40234,2022-08-20,25120
"Patterson PLC","Jonathan Villarreal",25988,2023-02-20,24319
"Patterson PLC","Mr. Steven Smith",19675,2023-04-17,28632
"Patterson PLC","Nathan Terry",8307,2024-01-26,17990
Patton-Morrison,"Brent James",9814,2020-01-13,9814
Patton-Morrison,"Nancy Jones",35496,2021-06-06,22655
Patton-Morrison,"Tracy Carey",44896,2021-10-15,30069
Patton-Morrison,"Brittany Gomez",7369,2021-11-22,29254
Patton-Morrison,"Charles Li",38956,2022-03-04,30407
Patton-Morrison,"Justin Hall",38530,2023-05-23,28285
Patton-Morrison,"Andrew Williams",19311,2023-11-18,32266
Patton-Morrison,"Isaac Spence",28074,2024-03-15,28638
Patton-Morrison,"William Schroeder",23595,2024-04-23,23660
Patton-Morrison,"Ryan Robinson",13808,2024-05-17,21826
"Perez Group","Lauren Lee",28043,2020-02-25,28043
"Perez Group","Amy Li",28576,2023-02-04,28310
"Perez Inc","Henry Flynn",8197,2020-09-03,8197
"Perez Inc","Adam Cooper",34200,2021-02-17,21199
"Perez Inc","Andrea Flowers",36638,2021-04-03,26345
"Perez Inc","Dominic Payne",12408,2021-06-05,27749
"Perez Inc","Nichole Mclean",18481,2023-01-03,22509
"Perez Inc","Stephanie Nunez",36378,2024-07-20,22422
"Perez, Fernandez and Wong","Steve Berger",8744,2020-01-12,8744
"Perez, Fernandez and Wong","Jennifer Henson",42819,2021-09-20,25782
"Perez, Fernandez and Wong","Michael Martin",20411,2021-12-29,23991
"Perez, Fernandez and Wong","Destiny Williams",3130,2022-09-30,22120
"Perez, Fernandez and Wong","Nicole Kramer",7759,2023-01-16,10433
"Perez, Fernandez and Wong","Michelle Mitchell",17226,2023-08-30,9372
"Perez, Jones and Patterson","Amber Dean",31748,2020-07-27,31748
"Perez, Jones and Patterson","Becky Davis",12731,2022-05-17,22240
"Perez, Jones and Patterson","Michael Clark",2266,2024-08-14,15582
"Perkins Group","Joseph Baker",33892,2023-02-21,33892
"Perkins Group","Christopher Webb",1952,2023-10-23,17922
"Perkins, Kramer and Gray","Misty Fisher",9517,2020-02-04,9517
"Perkins, Kramer and Gray","Lisa Miller",36308,2021-01-19,22913
"Perkins, Kramer and Gray","David Martin",15488,2021-05-04,20438
"Perkins, Kramer and Gray","Ronald Bryant",34194,2022-04-20,28663
"Peters Inc","Nicole James",15629,2019-12-24,15629
"Peters Inc","Lisa Osborn",22521,2021-10-21,19075
"Peters Inc","Edward Williams",9422,2022-07-19,15857
Peters-Brown,"Robert Harvey",30414,2019-12-29,30414
Peters-Brown,"Joshua Suarez",7951,2020-11-26,19183
Peters-Brown,"Dr. Michael Davis",3875,2021-01-14,14080
Peters-Brown,"Jonathan Stone",44733,2021-10-13,18853
Peters-Brown,"Steven Jackson",35091,2022-04-11,27900
Peters-Brown,"Sarah Stone",48483,2023-06-03,42769
Peterson-Webb,"Frederick Peters",43604,2020-02-28,43604
Peterson-Webb,"Joseph Tate",20363,2021-08-15,31984
Peterson-Webb,"Jodi Garcia",42881,2024-07-22,35616
"Petty, Smith and Smith","Michael Johnson",40693,2020-08-27,40693
"Petty, Smith and Smith","Donald Davidson",31698,2020-12-30,36196
"Petty, Smith and Smith","Jamie Perez",7593,2021-04-18,26661
"Petty, Smith and Smith","Gabriel Webb",22510,2023-11-23,20600
Phillips-Smith,"Timothy Lopez",30896,2020-06-02,30896
Phillips-Smith,"Donald Soto",7507,2023-11-28,19202
Phillips-Smith,"Tyler Pierce",25038,2024-01-29,21147
"Pierce, Payne and Scott","Jeffery Greer",41935,2020-03-09,41935
"Pierce, Payne and Scott","Rhonda Hobbs",25172,2020-04-30,33554
"Pierce, Payne and Scott","Troy Case",16426,2021-04-04,27844
"Pierce, Payne and Scott","Patricia Herring",44644,2021-07-30,28747
"Pierce, Payne and Scott","Jonathan Pierce",28314,2023-06-22,29795
"Pierce, Payne and Scott","Vincent Crawford",27527,2023-11-02,33495
"Pierce, Payne and Scott","David Johnson",8167,2023-12-27,21336
"Porter LLC","Kelly Gonzalez",11161,2020-12-30,11161
"Porter LLC","Savannah Medina",34453,2021-04-03,22807
"Porter LLC","Amanda West",41137,2023-03-12,28917
"Porter LLC","Denise Rosales",45321,2024-04-22,40304
Potter-Davis,"Jonathan Moore",22630,2020-02-12,22630
Potter-Davis,"Geoffrey Cole",25430,2020-10-28,24030
Potter-Davis,"Brittany Harper",36399,2021-01-10,28153
Potter-Davis,"Dale Hahn",24359,2021-05-28,28729
Potter-Davis,"Diamond Matthews",8386,2021-10-23,23048
Potter-Davis,"Rebecca Butler",20306,2023-06-16,17684
Potter-Davis,"Sherry King",10983,2023-07-28,13225
Potter-Davis,"Andrew Jones",17937,2024-10-03,16409
"Price PLC","Jacqueline Spencer",24955,2021-09-27,24955
"Price PLC","Thomas Morgan",19894,2022-01-20,22425
"Price PLC","Taylor Wood",16224,2022-02-12,20358
"Price PLC","Gregory Stephens",26069,2023-09-05,20729
"Price PLC","Jason Herrera",38110,2024-06-26,26801
Price-Le,"Kenneth Chandler",39722,2020-02-22,39722
Price-Le,"Marco Martin",37647,2020-12-09,38685
"Ramirez Inc","Nicholas Cruz",2278,2020-11-29,2278
"Ramirez Inc","Jacqueline Garza",41726,2021-09-08,22002
"Ramirez Inc","Kaitlyn Porter",38171,2024-01-15,27392
Ramirez-Edwards,"Patrick Daniels",6487,2021-04-12,6487
Ramirez-Edwards,"Jennifer Duran",38540,2022-05-31,22514
Ramirez-Edwards,"Sheila Harris",25383,2023-04-08,23470
Ramirez-Edwards,"Becky Williams",24297,2023-09-16,29407
Ramirez-Edwards,"Betty Phillips",38680,2023-11-15,29453
Ramirez-Edwards,"Austin Lopez",48430,2024-10-25,37136
Ramirez-Rodriguez,"Amy Butler",5380,2021-01-31,5380
Ramirez-Rodriguez,"Marcus Salinas",21273,2023-06-10,13327
Ramirez-Rodriguez,"Lisa Russell",31721,2024-05-08,19458
"Ramirez, Lopez and Trevino","Bryan Nelson",16056,2021-02-08,16056
"Ramirez, Lopez and Trevino","Jamie Horn",9366,2023-01-24,12711
"Ramirez, Ramirez and Jackson","Mr. Richard Mitchell",29224,2019-10-31,29224
"Ramirez, Ramirez and Jackson","Kathryn Garrison",46669,2020-03-16,37947
"Ramirez, Ramirez and Jackson","Reginald Diaz",8065,2020-04-19,27986
"Ramirez, Ramirez and Jackson","Terri Torres",10030,2023-09-26,21588
"Ramirez, Ramirez and Jackson","Megan Sampson",26193,2024-03-09,14763
"Ramos, Brown and Edwards","Laurie Morgan",35028,2021-02-21,35028
"Ramos, Brown and Edwards","Phillip Mcbride",9865,2023-05-29,22447
"Ramos, Brown and Edwards","Roger Bradford",39530,2023-08-18,28141
"Ramos, Brown and Edwards","John Brown",46025,2024-04-21,31807
"Ramsey, Anderson and Walsh","Cassandra Lozano MD",13740,2021-06-14,13740
"Ramsey, Anderson and Walsh","Bobby Bradley",39142,2022-05-29,26441
"Ramsey, Anderson and Walsh","Lydia Garcia",13197,2022-08-17,22026
"Ramsey, Anderson and Walsh","Kayla Vance",20508,2023-12-14,24282
"Ramsey, Anderson and Walsh","Daisy Thompson",14474,2024-08-06,16060
"Ramsey, Anderson and Walsh","Matthew Lopez",10606,2024-08-22,15196
"Rangel and Sons","Jennifer Holloway",41436,2021-02-20,41436
"Rangel and Sons","Thomas Fisher",35337,2021-03-31,38387
"Rangel and Sons","Laurie Parker",5946,2021-04-02,27573
"Rangel and Sons","Patricia Watson",48809,2024-08-21,30031
"Ray, Washington and Cox","Steven David",16371,2020-09-25,16371
"Ray, Washington and Cox","Jeremy Lewis",40392,2021-04-15,28382
"Ray, Washington and Cox","Monique Munoz",31783,2022-10-08,29515
"Ray, Washington and Cox","Richard Bond",30511,2024-03-21,34229
"Reed Ltd","Joseph Martin",6810,2021-05-12,6810
"Reed Ltd","Laura Armstrong",49302,2022-03-02,28056
"Reed Ltd","Charlene Aguirre",24180,2022-08-16,26764
"Reed Ltd","Tiffany Smith",32372,2023-09-17,35285
"Reed Ltd","Michael Cardenas",16740,2024-01-02,24431
"Reed Ltd","Jennifer Klein",26523,2024-07-16,25212
Reeves-Blair,"Karen Wiggins",2467,2020-08-16,2467
Reeves-Blair,"Brenda Soto",25197,2020-09-02,13832
Reeves-Blair,"Patrick Weeks",21323,2021-05-06,16329
"Reid Group","Kelly Robinson",4511,2022-07-28,4511
"Reid Group","Amy Medina",46925,2023-10-16,25718
"Reid Group","Mark Bradshaw",36189,2024-08-04,29208
"Reyes, Elliott and Brown","Laura Moore",10016,2020-07-26,10016
"Reyes, Elliott and Brown","Marie Coleman",24870,2022-05-21,17443
"Richards, Rosario and Garcia","Rebekah Bond",37513,2021-04-16,37513
"Richards, Rosario and Garcia","Ryan Barrett",18727,2021-05-09,28120
"Richards, Rosario and Garcia","Sherri Wall",12762,2023-03-30,23001
"Richmond Ltd","John Arnold",32844,2020-03-22,32844
"Richmond Ltd","William Nelson",39237,2021-03-27,36041
"Richmond Ltd","Christine Gates",38599,2021-06-12,36893
"Richmond Ltd","Blake Macdonald",13969,2023-08-11,30602
"Riddle LLC","Karen Ashley",41319,2021-01-17,41319
"Riddle LLC","Diane Perry",19999,2021-04-30,30659
"Riddle LLC","Glenn Campbell",6715,2024-03-04,22678
Rios-Sexton,"John Ortiz",14793,2020-12-11,14793
Rios-Sexton,"Kristina Soto",15442,2022-06-08,15118
Rios-Sexton,"Mallory Brown",6597,2022-06-17,12277
Rios-Sexton,"David Thomas",43162,2023-03-07,21734
Rios-Sexton,"Jeremy Martinez",22200,2023-05-09,23986
"Rivas LLC","Jamie Martin",42415,2019-11-06,42415
"Rivas LLC","Amy Moore",10359,2020-02-23,26387
"Rivas LLC","Jack Stewart",22124,2021-02-19,24966
"Rivas LLC","Courtney Fowler",27191,2022-12-30,19891
"Rivas LLC","Kim Sparks",31835,2023-09-26,27050
"Rivas LLC","Sharon Thompson",45713,2024-09-03,34913
Roberts-Brooks,"Anthony Morse",36202,2019-12-29,36202
Roberts-Brooks,"Suzanne White",5999,2020-09-05,21101
Roberts-Brooks,"Benjamin Solis",45326,2020-09-08,29176
Roberts-Brooks,"Timothy Jensen",27443,2021-07-19,26256
Roberts-Brooks,"Allison Romero",27620,2021-10-18,33463
Roberts-Brooks,"Kristen Foster",25706,2022-05-02,26923
Roberts-Brooks,"Laura Williams",43372,2022-07-26,32233
Roberts-Brooks,"Mr. Todd Scott V",39469,2024-01-21,36182
Roberts-Brooks,"Allison Guerra",32142,2024-02-14,38328
"Roberts, Brown and Wheeler","Matthew Pratt",32591,2019-12-15,32591
"Roberts, Brown and Wheeler","Tamara Perry",2114,2020-10-14,17353
"Roberts, Brown and Wheeler","Kari Johnson",28683,2022-08-12,21129
"Roberts, Brown and Wheeler","Joseph Kent",26961,2023-11-25,19253
"Robertson Ltd","Joseph Kennedy",20113,2019-11-05,20113
"Robertson Ltd","Kathryn Duncan",22352,2021-03-04,21233
"Robertson Ltd","Lisa Johnson",20388,2022-11-16,20951
"Robertson Ltd","Timothy Jackson",43433,2023-03-31,28724
"Robertson Ltd","Mckenzie Lopez",17851,2024-02-24,27224
"Robertson Ltd","Michelle Long",30350,2024-05-19,30545
Robertson-Brown,"Emily Smith",6866,2021-07-06,6866
Robertson-Brown,"Alicia Williams",36159,2022-07-17,21513
Robertson-Brown,"Jennifer Jenkins",1695,2022-11-12,14907
Robertson-Brown,"Katherine Bradley",21843,2023-12-24,19899
"Robinson Ltd","Gail Rose",39446,2021-03-04,39446
"Robinson Ltd","Jorge Tran",31438,2023-03-13,35442
"Robinson Ltd","Christian Johnson",7571,2024-01-21,26152
"Robinson Ltd","Heather Mitchell",27389,2024-04-05,22133
"Rodriguez Group","Scott Burns",48343,2020-02-26,48343
"Rodriguez Group","Mr. Paul Glenn",4065,2021-04-19,26204
"Rodriguez Group","Darlene Bryan",35523,2023-07-15,29310
"Rodriguez Group","Max Bender",7634,2024-10-12,15741
"Rodriguez Inc","Sean Shepherd",15682,2021-01-06,15682
"Rodriguez Inc","Becky Perry",13622,2021-08-13,14652
"Rodriguez Inc","Anna Carr",25838,2022-01-22,18381
"Rodriguez Inc","Mr. Chad Parker MD",30106,2022-04-19,23189
"Rodriguez Inc","Regina Jones",20124,2022-05-07,25356
"Rodriguez Inc","Robert Kennedy MD",20973,2023-08-19,23734
Rodriguez-Gonzales,"Cathy Alexander",44189,2020-02-02,44189
Rodriguez-Gonzales,"Austin Patton",34254,2021-08-07,39222
Rodriguez-Gonzales,"Karen Gordon",12178,2022-10-31,30207
Rodriguez-Gonzales,"Scott Miller",25964,2024-08-27,24132
Rodriguez-Gonzales,"Jackie Thompson",36143,2024-09-27,24762
Rodriguez-Gonzales,"Eric Briggs",39223,2024-10-20,33777
Rodriguez-Morrow,"Sarah Guerra",27843,2021-02-05,27843
Rodriguez-Morrow,"Matthew Long",38967,2021-11-30,33405
Rodriguez-Morrow,"Kara Miles",22583,2022-10-01,29798
Rodriguez-Morrow,"Johnny Hebert",25908,2024-03-14,29153
"Rodriguez, Gibson and Thomas","Katherine Guzman",19176,2020-01-17,19176
"Rodriguez, Gibson and Thomas","Chelsea Padilla",13181,2020-02-27,16179
"Rodriguez, Gibson and Thomas","Matthew Lewis",1783,2020-10-27,11380
"Rodriguez, Gibson and Thomas","Savannah Walker",37597,2021-04-28,17520
"Rodriguez, Gibson and Thomas","Marissa Bennett",34732,2022-11-02,24704
"Rodriguez, Gibson and Thomas","Miranda Reeves",7939,2023-10-01,26756
"Rodriguez, Gibson and Thomas","Kristy Roy",7874,2023-11-15,16848
"Rodriguez, Gibson and Thomas","Brian Stokes",22884,2024-03-07,12899
"Rogers and Sons","Kirk Hampton",19115,2019-11-11,19115
"Rogers and Sons","Mitchell Bailey DDS",49576,2020-11-10,34346
"Rogers and Sons","Joanna Gordon",43686,2020-12-08,37459
"Rogers and Sons","Debra Tran",28031,2021-01-01,40431
"Rogers and Sons","Denise Silva",8461,2021-01-30,26726
"Rogers and Sons","Dawn Holloway",20911,2021-08-27,19134
"Rogers and Sons","Benjamin Shaw",22948,2022-03-03,17440
"Rogers and Sons","Joshua Walker",31873,2022-03-15,25244
"Rogers and Sons","Evan Hall",40608,2023-03-13,31810
"Rogers and Sons","Patricia Davis",17671,2023-05-06,30051
"Rogers and Sons","Ann Schneider",29400,2023-06-21,29226
"Rogers and Sons","Matthew Ruiz",2911,2023-10-01,16661
"Rogers and Sons","Betty Alvarez",46663,2024-09-13,26325
"Rogers and Sons","John Scott",37703,2024-10-10,29092
"Rogers, Peters and Brewer","Joan Ellis",39506,2020-10-03,39506
"Rogers, Peters and Brewer","Joann Meyers",7425,2021-01-01,23466
"Rogers, Peters and Brewer","Brett Mitchell",6066,2021-03-06,17666
"Rogers, Peters and Brewer","Angela Middleton",47768,2021-08-10,20420
"Rogers, Peters and Brewer","Tina Fields",20844,2023-10-18,24893
"Rogers, Peters and Brewer","Laura Cooper",28043,2024-07-20,32218
Roman-Foster,"Benjamin Buchanan",44689,2020-12-04,44689
Roman-Foster,"Jennifer Perez",39423,2021-03-03,42056
Roman-Foster,"Charles Trujillo",28591,2023-03-10,37568
"Roman, Patterson and Barton","Mary Hartman",41463,2020-07-26,41463
"Roman, Patterson and Barton","Matthew Smith",10859,2020-12-24,26161
"Roman, Patterson and Barton","Kimberly Meyer",20025,2023-04-08,24116
"Roman, Patterson and Barton","Jeremy Stone",36399,2023-08-07,22428
"Roman, Patterson and Barton","Mark Mitchell MD",35835,2024-01-06,30753
"Rosario, Holden and Ross","Cody Davis",15287,2021-07-22,15287
"Rosario, Holden and Ross","Zachary Young",41558,2023-01-27,28423
"Rosario, Holden and Ross","Pamela Ingram",36267,2023-07-11,31037
Ross-Foster,"Rebecca Wilson",36044,2020-10-15,36044
Ross-Foster,"Marissa Daniels",41980,2022-08-01,39012
Ross-Foster,"Leah Richards",15451,2024-03-31,31158
Ross-Foster,"Matthew Smith",33844,2024-10-18,30425
"Ross, Jenkins and Yates","Raymond Conner",7860,2020-05-25,7860
"Ross, Jenkins and Yates","Steven Hoffman",38670,2021-03-14,23265
"Ross, Jenkins and Yates","Ashley Chase",35686,2022-03-08,27405
"Ross, Jenkins and Yates","Carol Brown",33987,2022-10-28,36114
"Ross, Jenkins and Yates","Erika Bird",14353,2023-03-11,28009
"Ross, Jenkins and Yates","Michelle Lopez",22947,2023-12-08,23762
"Ross, Jenkins and Yates","Robert Wheeler",38137,2024-04-14,25146
"Ruiz Group","Daniel Skinner",31149,2021-07-30,31149
"Ruiz Group","Renee Rhodes",42397,2023-12-02,36773
"Ruiz, French and Hill","Daniel Gallagher",46353,2020-06-23,46353
"Ruiz, French and Hill","Leslie Poole",42152,2021-11-07,44253
"Ruiz, French and Hill","Dean Davis",43637,2021-11-14,44047
"Ruiz, French and Hill","Rachel Roberts",28381,2023-02-26,38057
"Ruiz, French and Hill","Daniel Richardson",20768,2023-11-08,30929
"Ruiz, French and Hill","Shelby Lynch",47248,2023-12-25,32132
"Ruiz, Powell and Jenkins","Luis Washington",12329,2020-02-19,12329
"Ruiz, Powell and Jenkins","Tyler Woods",9353,2023-07-31,10841
"Ruiz, Powell and Jenkins","Karen Miller",9405,2024-01-26,10362
"Ruiz, Powell and Jenkins","Diane Trevino",6638,2024-04-22,8465
"Ryan and Sons","Michael Richardson",49491,2021-03-16,49491
"Ryan and Sons","Angela Duncan",1804,2021-12-23,25648
"Ryan and Sons","Michael Hansen",21699,2023-04-22,24331
"Ryan and Sons","Aaron Ochoa",34678,2023-09-02,19394
"Ryan and Sons","Debra Kennedy",44618,2024-08-25,33665
Ryan-Adams,"Christian Bautista",42284,2020-03-06,42284
Ryan-Adams,"Yvonne Fox",36871,2020-04-15,39578
Ryan-Adams,"James Blankenship",15737,2021-12-08,31631
Ryan-Adams,"Raymond Brown",27844,2022-02-14,26817
"Ryan, Williams and Clay","Savannah Yang",26618,2019-11-22,26618
"Ryan, Williams and Clay","Lisa Marks",6408,2020-02-13,16513
"Ryan, Williams and Clay","Valerie Mcdowell",9997,2020-07-24,14341
"Ryan, Williams and Clay","Joel Carlson",11474,2021-11-27,9293
"Ryan, Williams and Clay","William Hanson",27086,2022-10-27,16186
"Ryan, Williams and Clay","Justin Hernandez",20223,2023-04-25,19594
"Ryan, Williams and Clay","Kim Banks",47178,2024-07-26,31496
"Salazar PLC","Jacob Phillips",23070,2021-02-04,23070
"Salazar PLC","Kiara Moreno",12528,2024-04-06,17799
"Salazar, Kennedy and Pierce","Joshua Rogers",18116,2020-02-13,18116
"Salazar, Kennedy and Pierce","Michael Espinoza",4310,2020-08-18,11213
"Salazar, Kennedy and Pierce","Patricia Mcgee",27748,2021-09-30,16725
"Salazar, Kennedy and Pierce","Joshua Davis",34633,2021-10-09,22230
"Salazar, Kennedy and Pierce","Nicole Norton",37148,2022-09-27,33176
"Salazar, Kennedy and Pierce","Paul Silva",19423,2024-03-25,30401
"Salazar, Kennedy and Pierce","Debra Jimenez",16208,2024-04-25,24260
"Salinas, Campbell and Reed","Leah Stout",9641,2023-11-08,9641
"Salinas, Campbell and Reed","Diana Lawrence",20892,2024-01-22,15267
"Sanchez Inc","Michelle Rowland",28153,2020-03-27,28153
"Sanchez Inc","Antonio Baldwin",47791,2020-08-27,37972
"Sanchez Inc","Amy Nguyen",42534,2021-02-10,39493
Sanchez-Alexander,"Charles Bush",28734,2022-08-11,28734
Sanchez-Alexander,"Shelly Peck",11455,2023-03-11,20095
Sanchez-Alexander,"Jonathan Johnson",40459,2023-05-09,26883
Sanchez-Alexander,"Tyler Velazquez",6089,2023-12-01,19334
Sanchez-Gibson,"Alex Rojas",35135,2020-03-11,35135
Sanchez-Gibson,"Daniel Leon",26238,2021-01-18,30687
Sanchez-Gibson,"Jennifer Mitchell",6816,2021-07-10,22730
Sanchez-Gibson,"Anthony Thomas",34062,2021-10-08,22372
Sanchez-Gibson,"Rachel Andersen",47322,2023-07-21,29400
Sanchez-Gibson,"Ronald Mcmahon",16334,2023-12-18,32573
Sanchez-Hunter,"Taylor Parks",9976,2019-11-10,9976
Sanchez-Hunter,"Christopher Cook",42817,2020-05-11,26397
Sanchez-Hunter,"Richard Brown",9210,2022-06-03,20668
Sanchez-Hunter,"Charles Gonzalez",24936,2022-12-22,25654
Sanchez-Hunter,"Cameron Fleming",27224,2023-06-17,20457
Sanchez-Hunter,"Patrick Calderon",47126,2024-09-27,33095
"Santiago Group","Amanda Moore",28081,2020-07-31,28081
"Santiago Group","Jeffrey Jones",44746,2023-04-15,36414
"Santiago Group","David Alvarez",1868,2023-11-25,24898
"Santiago Group","Sharon Cortez",12820,2024-05-04,19811
Saunders-Cooper,"Kristin Zamora",8619,2020-05-18,8619
Saunders-Cooper,"Kathy Medina",27335,2021-05-29,17977
Saunders-Cooper,"Russell Christian",11156,2021-10-18,15703
Saunders-Cooper,"Peggy Smith",19883,2021-12-15,19458
Saunders-Cooper,"Jennifer Bernard",33558,2022-06-27,21532
Saunders-Cooper,"Renee Goodwin",32946,2024-05-02,28796
Saunders-Le,"Edgar Mathews",6481,2021-04-30,6481
Saunders-Le,"Miguel Rivera",43755,2022-07-04,25118
Saunders-Le,"Brent Jordan",19272,2023-08-19,23169
Saunders-Le,"Brad Serrano",14553,2024-05-04,25860
"Schmitt Ltd","Kelsey Quinn",45900,2020-10-22,45900
"Schmitt Ltd","Jonathan Roberson",6140,2022-09-23,26020
"Schmitt Ltd","Bryan Romero",46016,2023-06-12,32685
Schneider-Wallace,"Robert Hunt",17733,2020-02-09,17733
Schneider-Wallace,"Stacy Perez",31713,2021-05-04,24723
Schneider-Wallace,"Shelly Blair",5732,2024-03-29,18393
Scott-Jensen,"Jeffrey Friedman",7315,2020-08-30,7315
Scott-Jensen,"Kevin Leonard",45279,2021-10-14,26297
Scott-Jensen,"Thomas Moody",41017,2023-02-23,31204
Scott-Jensen,"Carla Davenport",6556,2023-04-04,30951
Scott-Jensen,"Daniel Jacobs",2418,2023-06-05,16664
"Sharp, Payne and Solis","Taylor Rocha",23557,2020-01-31,23557
"Sharp, Payne and Solis","Susan Harris",37937,2020-02-10,30747
"Sharp, Payne and Solis","Jeremy Hardy",36589,2023-08-26,32694
Shepherd-Lee,"Nicholas Diaz",8297,2020-11-17,8297
Shepherd-Lee,"Andrew Anderson",42710,2021-05-23,25504
Shepherd-Lee,"Amy Combs",49740,2022-01-31,33582
Shepherd-Lee,"Michael Miles",19797,2024-08-31,37416
Sims-Arnold,"Joshua Obrien",45711,2020-04-14,45711
Sims-Arnold,"Ryan Mcconnell",2440,2020-04-22,24076
Sims-Arnold,"Katherine Fuentes",21372,2022-01-23,23174
Sims-Arnold,"Wendy Farmer",43794,2022-04-02,22535
Sims-Arnold,"Carl Moreno",6368,2023-04-01,23845
Sims-Arnold,"Charles Miller",17438,2024-02-19,22533
"Smith Group","Sharon Brewer",34479,2021-06-08,34479
"Smith Group","Robert Powers",13812,2022-06-11,24146
"Smith Group","Logan Phillips",19239,2023-01-08,22510
"Smith Group","Javier Aguirre",45202,2023-12-22,26084
"Smith Inc","Christopher Graham",17197,2020-02-20,17197
"Smith Inc","Garrett Foster",21119,2020-08-08,19158
"Smith Inc","Angela Braun",32811,2020-08-15,23709
"Smith Inc","Carolyn Torres",15005,2022-12-25,22978
"Smith Inc","Dennis Walker",17197,2023-06-28,21671
"Smith Inc","Samantha Conrad",15333,2024-05-09,15845
"Smith LLC","Michelle Gonzales",34723,2020-02-04,34723
"Smith LLC","Anne Smith",34493,2020-07-12,34608
"Smith LLC","Richard Hoover",41676,2022-02-15,36964
"Smith LLC","Devin Douglas",35660,2022-08-20,37276
Smith-Allison,"Aaron Miller",34539,2020-09-13,34539
Smith-Allison,"Karen Olsen",41149,2021-01-05,37844
Smith-Allison,"Keith Smith",14115,2021-02-25,29934
Smith-Allison,"Kevin Phillips",6443,2021-10-24,20569
Smith-Allison,"William Graham",49358,2023-02-26,23305
"Smith, Wise and Nelson","Heidi Conley",17764,2020-01-04,17764
"Smith, Wise and Nelson","Kayla Cruz",35400,2020-06-05,26582
"Smith, Wise and Nelson","Ashley Warren",28777,2022-12-14,27314
"Smith, Wise and Nelson","William Jimenez",1731,2023-01-29,21969
"Smith, Wise and Nelson","Lori Gonzales",22209,2023-05-20,17572
"Smith, Wise and Nelson","Tina Carter",47034,2023-12-07,23658
"Snyder, Johnson and Clark","Benjamin Gutierrez",37267,2020-07-13,37267
"Snyder, Johnson and Clark","Debra Lawson",42786,2020-12-20,40027
"Snyder, Johnson and Clark","Melissa Kirk",4931,2024-05-14,28328
"Snyder, Johnson and Clark","Steven Sims",40920,2024-08-05,29546
Solomon-Bailey,"Jose Garza",23161,2022-06-11,23161
Solomon-Bailey,"Yvonne Ellison",15338,2024-01-12,19250
"Soto, Higgins and Lopez","Raven Rivera",42365,2021-07-26,42365
"Soto, Higgins and Lopez","Traci Ramirez",23323,2022-04-05,32844
"Soto, Higgins and Lopez","Bonnie Anderson",15744,2023-10-18,27144
"Soto, Higgins and Lopez","Valerie Chen",34642,2024-03-25,24570
"Soto, Higgins and Lopez","Jennifer Nelson",37775,2024-07-13,29387
Spears-Cooper,"Sabrina Ramos",15718,2021-11-25,15718
Spears-Cooper,"Sarah Townsend",29380,2024-02-06,22549
Spears-Price,"Steven Munoz",45471,2021-03-21,45471
Spears-Price,"Charles Bradley",15752,2021-11-16,30612
Spears-Price,"Douglas Smith",41861,2022-03-27,34361
Spears-Price,"Steven Ellis",19197,2024-01-07,25603
"Spence Inc","Amber Saunders",33420,2019-11-02,33420
"Spence Inc","Jim Schneider",1761,2019-11-04,17591
"Spence Inc","Carla Webb",27759,2020-04-24,20980
"Spence Inc","Damon King",5684,2020-11-01,11735
"Spence Inc","Marcus Huber",48777,2022-02-23,27407
"Spence Inc","Deborah Larsen",46004,2023-06-23,33488
"Spencer and Sons","Sharon Flores",44138,2019-11-15,44138
"Spencer and Sons","Michael Owen",27291,2020-01-23,35715
"Spencer and Sons","Robert Cox",41016,2020-02-02,37482
"Spencer and Sons","Christopher Adams",17876,2020-07-20,28728
"Spencer, Townsend and Woods","James Blevins",8087,2021-09-08,8087
"Spencer, Townsend and Woods","Dawn Stephens",43315,2022-02-01,25701
"Spencer, Townsend and Woods","Jerome Collins",19818,2022-08-23,23740
"Spencer, Townsend and Woods","Casey Brown",15423,2023-10-24,26185
"Spencer, Townsend and Woods","Brittany Goodman",21187,2024-07-26,18809
