lease_id,property_id,tenant_name,lease_start,lease_end,rent_amount
L01250,P0035,Becky Davis,2022-05-17,2026-12-08,12731
L01251,P0185,Russell Johnson,2020-12-20,2029-02-17,35410
L01252,P0068,Jason Andrews,2022-07-05,2025-02-15,13894
L01253,P0339,William Byrd,2021-04-06,2029-04-01,25992
L01254,P0402,Patricia Herring,2021-07-30,2026-05-30,44644
L01255,P0144,Kathy Mendoza,2023-10-15,2028-12-19,29410
L01256,P0035,Amber Dean,2020-07-27,2027-05-23,31748
L01257,P0211,Matthew Bailey,2024-03-09,2028-02-27,41812
L01258,P0492,Zachary Young,2023-01-27,2025-05-21,41558
L01259,P0018,Taylor Bentley,2024-06-17,2026-07-21,39245
L01260,P0469,Jim Schneider,2019-11-04,2027-06-27,1761
L01261,P0385,Sarah Foster,2020-12-23,2027-02-19,8674
L01262,P0324,Cindy David,2024-09-14,2024-12-16,12783
L01263,P0057,Sabrina Peterson,2023-06-12,2027-07-20,3216
L01264,P0166,Alexandra Daniels,2019-11-13,2028-07-11,4186
L01265,P0150,Edward Olson,2020-09-18,2025-07-23,36522
L01266,P0420,Olivia Thornton,2022-06-02,2025-11-12,34148
L01267,P0401,Timothy Lopez,2020-06-02,2026-07-24,30896
L01268,P0323,Katherine Marquez,2022-11-13,2027-09-07,46195
L01269,P0033,Tiffany Gomez,2021-11-04,2027-03-19,22310
L01270,P0002,Diane Trevino,2024-04-22,2025-02-23,6638
L01271,P0104,Michael Scott,2021-05-01,2029-07-05,15524
L01272,P0291,Antonio Torres,2023-08-21,2026-08-12,32477
L01273,P0103,Peggy Smith,2021-12-15,2028-08-01,19883
L01274,P0299,Richard Brown,2022-06-03,2028-08-07,9210
L01275,P0033,Kathleen Parker,2023-02-03,2025-01-29,15424
L01276,P0371,Edward Johnson,2020-11-27,2026-09-20,42291
L01277,P0399,Yvonne Ellison,2024-01-12,2027-06-27,15338
L01278,P0334,Gary Johnson,2021-03-09,2025-04-15,19310
L01279,P0424,Charlene Aguirre,2022-08-16,2029-06-28,24180
L01280,P0374,April Blake,2019-11-21,2027-04-06,1673
L01281,P0459,Mark Davis,2021-06-03,2025-09-05,2686
L01282,P0116,Kelly Smith,2022-03-23,2025-11-28,35791
L01283,P0320,Bryan Romero,2023-06-12,2025-01-08,46016
L01284,P0078,Garrett Russo,2019-12-04,2028-07-15,1384
L01285,P0299,Cameron Fleming,2023-06-17,2028-05-19,27224
L01286,P0444,Jennifer Rodriguez,2022-07-01,2029-03-15,12966
L01287,P0122,Sharon Mckay,2023-03-11,2026-06-19,9422
L01288,P0390,Hayley Tate,2021-01-13,2025-08-15,5559
L01289,P0372,Emily Carlson,2022-01-24,2027-06-05,35570
L01290,P0396,Andrew Henderson,2023-06-25,2028-06-01,25317
L01291,P0073,Heather Morris MD,2023-09-20,2027-09-17,5021
L01292,P0011,Karen Klein,2022-01-17,2029-08-22,25860
L01293,P0361,Aaron Barrett,2022-01-17,2029-03-28,39946
L01294,P0056,William Graham,2023-02-26,2029-05-28,49358
L01295,P0365,Debbie Snyder,2024-07-17,2027-05-21,6517
L01296,P0254,Jessica Mcgee,2020-11-16,2024-12-14,8281
L01297,P0304,Melinda Velazquez,2021-01-12,2025-05-03,49955
L01298,P0362,Teresa Alvarez,2023-07-02,2028-03-10,12979
L01299,P0466,James Wilson,2024-09-03,2027-12-14,14725
L01300,P0036,Andrea Flowers,2021-04-03,2029-01-05,36638
L01301,P0458,Phillip Mcbride,2023-05-29,2024-12-09,9865
L01302,P0314,John Stanley,2021-05-25,2025-04-21,34988
L01303,P0338,John Henry,2020-07-31,2025-07-30,5441
L01304,P0086,Rhonda Mack,2021-02-24,2027-01-11,32620
L01305,P0142,Lisa Cortez,2022-05-17,2026-03-15,4052
L01306,P0448,Kimberly Jones,2022-09-12,2027-10-11,23579
L01307,P0479,Dawn Burns,2024-03-04,2026-08-01,35280
L01308,P0421,Alexis Jackson,2021-11-06,2028-03-11,21978
L01309,P0406,Erik Carey,2020-10-22,2029-04-15,12955
L01310,P0350,Regina Howard,2022-04-08,2027-11-11,7486
L01311,P0118,Kiara Moreno,2024-04-06,2028-05-13,12528
L01312,P0046,Joseph Peterson,2020-05-04,2028-08-06,41046
L01313,P0135,Debra Lawson,2020-12-20,2025-02-11,42786
L01314,P0337,Robert Harvey,2019-12-29,2025-12-27,30414
L01315,P0239,Scott Garcia,2022-03-03,2026-04-24,20467
L01316,P0296,Kayla Edwards,2022-01-01,2027-01-15,14130
L01317,P0331,Jonathan Villarreal,2023-02-20,2028-05-22,25988
L01318,P0012,Jeffery Wright,2022-04-02,2025-05-27,24496
L01319,P0089,Jeffrey Gomez,2024-02-12,2027-09-19,29821
L01320,P0445,Sherry Perez,2020-09-19,2026-01-08,42460
L01321,P0415,David Martin,2021-05-04,2026-10-27,15488
L01322,P0419,Kathleen Taylor,2024-02-09,2026-11-30,9887
L01323,P0421,James Mcclain,2022-04-09,2027-02-16,31000
L01324,P0107,Alejandro Morton,2020-11-17,2029-01-31,27332
L01325,P0437,Patrick Campbell,2023-02-01,2026-05-06,11739
L01326,P0373,Carl May,2024-04-09,2028-04-13,42252
L01327,P0303,Terry Ford,2022-11-08,2027-05-05,15865
L01328,P0468,Eric Stone,2024-04-07,2025-08-05,6652
L01329,P0305,Nicole Norton,2022-09-27,2026-06-13,37148
L01330,P0191,Lorraine Collins,2024-03-17,2029-05-10,3817
L01331,P0145,Lauren Carter,2023-05-23,2025-12-12,33179
L01332,P0187,Ronald Becker,2020-12-28,2025-04-21,47520
L01333,P0450,Seth Cook,2020-03-30,2025-04-14,4854
L01334,P0242,Maria Guerra,2022-04-26,2029-03-28,44985
L01335,P0078,Monica Dominguez,2021-02-04,2027-04-12,40879
L01336,P0158,Ryan Austin,2024-03-11,2027-05-29,9085
L01337,P0157,Jocelyn Clark,2022-08-15,2028-06-07,33693
L01338,P0421,Ronald Bryant,2021-12-17,2027-02-21,17800
L01339,P0345,Andrea Griffith,2021-07-17,2025-12-01,26252
L01340,P0434,Marie Greene,2019-12-23,2024-11-26,11440
L01341,P0358,Tammy Sawyer,2022-05-06,2026-03-18,47354
L01342,P0404,Michael Dunn,2021-09-24,2027-08-22,3123
L01343,P0001,Thomas Moody,2023-02-23,2028-09-30,41017
L01344,P0236,Charles Miller,2024-02-19,2026-05-25,17438
L01345,P0352,Donald Grimes,2023-01-13,2026-12-26,7526
L01346,P0090,Gina Cruz,2021-06-26,2029-07-12,22227
L01347,P0090,Brianna Perez,2021-03-16,2026-05-28,22749
L01348,P0241,Mark Harrison,2023-02-09,2026-08-22,18554
L01349,P0339,Joseph Cobb,2022-10-10,2025-10-25,34639
L01350,P0329,Patricia Marquez,2020-05-09,2027-02-26,3195
L01351,P0209,Dale Hahn,2021-05-28,2027-08-10,24359
L01352,P0328,Kimberly Lane,2020-01-06,2028-09-03,18536
L01353,P0191,Heather Stanton,2020-02-08,2026-09-09,33896
L01354,P0462,Richard Wood,2021-02-27,2028-10-23,24763
L01355,P0274,Jennifer Henson,2021-09-20,2027-08-25,42819
L01356,P0344,Jason Fernandez,2024-07-09,2027-12-10,26575
L01357,P0375,Tracy Adams,2022-04-02,2025-04-24,4835
L01358,P0212,Sydney Sutton,2024-03-25,2026-04-28,43043
L01359,P0177,Patricia Smith,2023-11-22,2028-12-15,22527
L01360,P0296,Megan Walker,2023-11-22,2029-02-08,25002
L01361,P0351,Allen Wood,2023-02-15,2025-12-23,19501
L01362,P0094,Sarah Martin,2021-04-20,2027-05-13,25693
L01363,P0029,Nathaniel Mclaughlin,2022-12-28,2028-07-03,6473
L01364,P0057,Mary Allen,2020-01-21,2029-03-13,41932
L01365,P0373,David Mcdowell,2024-10-20,2025-11-12,6110
L01366,P0197,Casey Lawson,2020-06-02,2029-08-26,17071
L01367,P0104,Ronald Buckley,2021-07-02,2027-04-16,25618
L01368,P0022,Jamie Martinez,2021-05-04,2029-10-23,41129
L01369,P0271,Anthony Campos,2022-09-28,2027-01-19,30846
L01370,P0447,Steven Hoffman,2021-03-14,2027-05-06,38670
L01371,P0454,Brian Jones,2023-11-19,2028-01-28,13414
L01372,P0438,Patricia Walker,2020-07-11,2025-10-21,8663
L01373,P0025,Sydney Hodges,2024-02-26,2027-05-19,11275
L01374,P0125,Sue Thompson,2022-11-23,2028-08-15,20034
L01375,P0391,Tina Peck,2024-03-03,2028-04-07,33729
L01376,P0233,Dawn Stephens,2022-02-01,2026-08-13,43315
L01377,P0257,Michael Owen,2020-01-23,2025-09-27,27291
L01378,P0101,Teresa Pearson,2021-02-26,2025-01-27,4736
L01379,P0274,Michelle Mitchell,2023-08-30,2026-04-24,17226
L01380,P0203,James Baker,2023-02-13,2027-03-17,21108
L01381,P0451,Victoria Gallagher,2024-02-27,2029-07-18,21804
L01382,P0236,Carl Moreno,2023-04-01,2026-10-25,6368
L01383,P0480,Alejandro Reyes,2020-04-25,2027-03-06,22062
L01384,P0142,Daniel Ritter,2021-04-12,2028-09-04,27090
L01385,P0026,Susan Thompson,2019-11-01,2026-05-30,48475
L01386,P0241,Nicholas Pena,2023-03-28,2026-09-04,19182
L01387,P0221,Mr. Alex Sandoval,2020-02-10,2025-07-15,20877
L01388,P0303,Natalie Johnson,2020-01-06,2027-09-17,21951
L01389,P0444,Stephanie Cantu,2022-01-17,2027-07-16,43036
L01390,P0349,Garrett Barber,2020-07-08,2026-09-26,4956
L01391,P0095,Jerry Weaver,2021-01-17,2029-05-22,48498
L01392,P0460,Jacqueline Smith,2023-12-17,2027-04-04,8526
L01393,P0095,Charlene Bailey,2022-05-29,2025-05-10,35744
L01394,P0122,Brandon Sullivan,2022-02-11,2028-02-09,43093
L01395,P0202,Kevin Valdez,2023-08-01,2027-05-26,27563
L01396,P0364,Garrett Walsh,2020-10-10,2025-10-24,17744
L01397,P0120,Stephanie Daniels,2023-11-07,2026-02-26,28108
L01398,P0285,Joseph Pope,2020-09-11,2026-04-02,7731
L01399,P0392,Joseph Kennedy,2019-11-05,2027-04-15,20113
L01400,P0416,Kristen Foster,2022-05-02,2027-01-06,25706
L01401,P0044,Maria Roman,2024-06-20,2027-12-29,20378
L01402,P0471,Christopher Stone,2022-12-22,2026-07-24,43107
L01403,P0418,Ryan Robinson,2024-05-17,2026-05-25,13808
L01404,P0464,Kimberly Anderson,2020-05-07,2027-03-05,6684
L01405,P0268,David Anderson,2023-07-07,2028-09-25,40055
L01406,P0223,Matthew Smith,2024-07-02,2027-05-07,16383
L01407,P0288,Nicole Collier,2020-09-23,2025-03-16,42000
L01408,P0119,John Cisneros,2022-12-25,2028-01-13,13110
L01409,P0247,Reginald Nicholson,2023-06-12,2029-06-15,7559
L01410,P0122,Faith Martinez,2024-02-27,2027-03-01,15373
L01411,P0389,Courtney Roberts,2024-01-13,2026-06-14,3097
L01412,P0213,George Bradley,2021-02-18,2026-04-24,42612
L01413,P0371,Jason Anderson,2021-05-15,2026-03-02,11094
L01414,P0401,Donald Soto,2023-11-28,2029-01-15,7507
L01415,P0019,Megan Brandt,2021-01-22,2028-10-22,24203
L01416,P0035,Michael Clark,2024-08-14,2025-10-02,2266
L01417,P0456,Mary Ford,2020-10-25,2026-09-25,38898
L01418,P0385,Joyce Romero,2020-04-15,2028-09-27,7897
L01419,P0206,Karen Gordon,2022-10-31,2027-10-17,12178
L01420,P0382,Denise Nichols,2022-01-16,2028-04-18,35655
L01421,P0256,Kevin James,2021-04-02,2025-02-15,7284
L01422,P0369,Mark Villarreal,2021-01-26,2025-11-09,32043
L01423,P0346,John Larson,2022-10-19,2027-03-16,40974
L01424,P0188,Charles Bradley,2021-11-16,2028-12-06,15752
L01425,P0340,Mandy Smith,2020-10-09,2027-06-10,43177
L01426,P0237,Carolyn Torres,2022-12-25,2028-03-24,15005
L01427,P0261,Tiffany Johnson,2023-12-29,2028-11-02,28673
L01428,P0093,Aaron Pratt,2021-06-26,2028-12-06,32877
L01429,P0126,Lydia Garcia,2022-08-17,2025-11-01,13197
L01430,P0497,Julie Brown,2023-12-19,2026-02-16,46099
L01431,P0308,John Salazar,2024-06-22,2025-11-23,25249
L01432,P0430,Shari Bishop,2022-08-23,2029-06-24,4617
L01433,P0453,Chelsea Padilla,2020-02-27,2025-10-12,13181
L01434,P0478,Lynn Moore,2022-07-24,2025-12-16,22836
L01435,P0174,Lawrence Gonzalez,2022-09-16,2028-03-05,10876
L01436,P0374,Morgan Villanueva,2023-11-20,2026-11-26,8982
L01437,P0024,Samantha Roberson,2023-11-09,2027-09-08,1412
L01438,P0108,Melissa Gonzalez,2021-01-05,2026-05-29,37391
L01439,P0166,James Mendoza,2020-10-03,2028-02-08,45228
L01440,P0031,Morgan Torres,2023-11-18,2027-04-02,13060
L01441,P0382,John Price,2024-07-21,2029-05-01,18202
L01442,P0364,Lindsey Schwartz,2020-03-03,2026-02-18,15715
L01443,P0429,Shannon Brown,2020-04-05,2026-07-08,8721
L01444,P0130,Laurie Hall,2023-06-05,2025-05-26,17034
L01445,P0139,Michael Martin,2023-09-06,2027-07-04,26103
L01446,P0005,James Choi,2021-07-08,2029-05-22,41546
L01447,P0302,Diana Lane,2021-12-09,2027-06-05,47223
L01448,P0469,Carla Webb,2020-04-24,2027-11-03,27759
L01449,P0074,Jason Turner,2020-08-16,2026-01-27,28878
L01450,P0059,Rick Frederick,2021-03-05,2024-11-11,42784
L01451,P0354,Fernando Smith,2019-12-08,2024-12-20,9639
L01452,P0486,Darren Flores,2023-05-03,2026-07-09,32961
L01453,P0443,Katelyn Mendoza,2020-10-01,2029-01-23,2148
L01454,P0371,Jason Russell,2020-07-14,2027-09-30,23121
L01455,P0280,Katelyn Alexander,2019-10-30,2027-04-04,29076
L01456,P0137,James Brown,2020-01-07,2029-07-27,14525
L01457,P0390,Brian Fernandez,2020-01-05,2026-01-29,40620
L01458,P0467,Anthony Bolton,2022-12-13,2024-11-19,24199
L01459,P0461,Bridget Hicks,2022-05-04,2025-07-23,15794
L01460,P0069,Lisa Washington,2023-08-11,2029-09-25,25386
L01461,P0024,Alicia Washington,2022-12-04,2025-07-22,37182
L01462,P0176,Bradley Hopkins,2021-07-06,2025-01-01,43432
L01463,P0152,Phillip Cole,2024-06-03,2027-01-27,24613
L01464,P0049,Frank Campbell,2022-07-30,2028-10-16,24413
L01465,P0057,Rachael Bush,2021-03-04,2027-03-27,36823
L01466,P0276,Calvin Gordon,2022-09-19,2029-04-14,42290
L01467,P0454,Brandon Krause,2020-06-02,2026-06-01,7672
L01468,P0164,Rebecca Brown,2022-12-22,2029-06-11,12591
L01469,P0192,Eugene Hughes,2020-09-25,2025-07-27,33374
L01470,P0366,Alex Small,2019-12-17,2025-04-19,20056
L01471,P0255,Tony Lester,2021-06-21,2027-03-22,29128
L01472,P0014,Denise Silva,2021-01-30,2026-07-16,8461
L01473,P0425,Mr. Kyle Brock,2023-11-12,2026-07-05,32218
L01474,P0166,Andrea Booker,2021-02-19,2027-04-06,23877
L01475,P0252,Chad Lewis,2022-07-22,2024-11-20,12037
L01476,P0087,Nicholas Douglas,2024-05-02,2026-12-03,19073
L01477,P0453,Brian Stokes,2024-03-07,2026-08-10,22884
L01478,P0174,Elizabeth Chapman,2022-11-22,2025-04-08,8649
L01479,P0324,Beth Braun,2020-03-05,2027-11-21,32375
L01480,P0300,Michael Burke,2020-05-28,2029-05-20,24790
L01481,P0102,Christine Gates,2021-06-12,2026-10-30,38599
L01482,P0078,Daniel Spencer,2024-01-27,2028-04-16,48098
L01483,P0351,Katie Mccoy,2023-08-05,2025-10-04,27019
L01484,P0164,Melissa Cox,2024-03-28,2026-01-24,23646
L01485,P0112,Darryl Jarvis,2024-02-15,2025-08-30,45775
L01486,P0143,Kelly Roy,2023-07-06,2027-01-05,14234
L01487,P0148,Ann Pierce,2019-11-10,2025-11-14,18937
L01488,P0183,Lauren Lee,2020-02-25,2028-09-19,28043
L01489,P0154,Nathan Griffith,2022-02-09,2026-05-10,22182
L01490,P0002,Karen Miller,2024-01-26,2025-10-12,9405
L01491,P0440,Kim Banks,2024-07-26,2027-01-14,47178
L01492,P0372,Amy Barnes,2024-07-10,2027-11-08,49386
L01493,P0331,Kerry Johnson,2021-10-18,2025-01-26,6734
L01494,P0300,Jonathan Bryan,2023-03-30,2028-06-05,14172
L01495,P0144,Cheryl Thomas,2022-08-12,2026-09-02,35431
L01496,P0302,Rachel Trujillo,2023-06-06,2029-04-01,21205
L01497,P0009,Rebecca Klein,2022-09-07,2027-08-26,19034
L01498,P0165,Patrick Harrell,2024-07-25,2028-05-18,27252
L01499,P0383,Kevin Marshall,2024-03-24,2025-09-06,2385
L01500,P0321,Timothy Gaines,2023-11-13,2025-12-18,33415
L01501,P0457,Mark Taylor,2020-09-09,2025-03-22,15874
L01502,P0387,Catherine Campbell,2021-06-15,2028-03-02,12179
L01503,P0122,Michael Moore,2023-03-16,2025-04-24,14582
L01504,P0271,Frank Knight,2021-09-11,2026-04-06,11417
L01505,P0042,Melissa Smith,2024-08-31,2029-04-29,15749
L01506,P0155,Frederick Peters,2020-02-28,2028-03-04,43604
L01507,P0295,Laura Cooper,2024-07-20,2028-04-21,28043
L01508,P0167,Scott Burns,2020-02-26,2029-01-06,48343
L01509,P0028,Victoria Taylor,2022-12-09,2029-03-08,2250
L01510,P0318,Amanda Walker,2023-04-15,2026-05-25,37779
L01511,P0064,Nicholas Diaz,2020-11-17,2027-10-20,8297
L01512,P0434,Natasha Luna,2020-12-07,2026-09-12,33222
L01513,P0494,Ellen Ford,2022-11-16,2025-10-16,4693
L01514,P0168,Melissa Patton,2022-08-07,2025-12-11,28207
L01515,P0232,Alexandra Mcdonald,2020-05-12,2028-07-23,30383
L01516,P0067,Jamie Smith,2021-07-07,2029-02-13,11602
L01517,P0192,Lauren George,2020-05-20,2029-05-11,44018
L01518,P0207,Emma Robinson,2021-04-09,2027-05-01,36819
L01519,P0445,Sarah Williams,2023-02-12,2029-09-15,10305
L01520,P0431,Jamie Gentry,2023-08-27,2029-01-04,43460
L01521,P0390,Benjamin Mata,2023-08-06,2027-07-09,20822
L01522,P0166,James Garcia,2022-01-10,2029-06-24,27180
L01523,P0120,Christopher Wilson,2019-11-27,2028-06-15,37970
L01524,P0172,Jessica Kent,2024-06-06,2027-10-07,5993
L01525,P0236,Wendy Farmer,2022-04-02,2024-11-27,43794
L01526,P0273,Barbara Bright,2020-12-14,2028-07-18,16496
L01527,P0208,Jeremy Hardy,2023-08-26,2026-03-20,36589
L01528,P0488,Michelle Rowland,2020-03-27,2025-06-03,28153
L01529,P0412,Jennifer Williams,2023-06-30,2027-09-19,40750
L01530,P0397,Sean York,2022-01-27,2025-03-26,32595
L01531,P0085,Cynthia Mckinney,2019-11-02,2029-02-22,28482
L01532,P0391,Jeffrey Washington,2022-07-27,2026-06-19,27999
L01533,P0290,Kelly Eaton,2020-12-15,2029-09-20,25675
L01534,P0085,Kendra Patrick,2022-01-18,2027-12-22,43508
L01535,P0363,Anthony Herrera,2021-07-12,2026-02-22,10093
L01536,P0237,Samantha Conrad,2024-05-09,2026-02-05,15333
L01537,P0273,Jessica Greer DDS,2020-04-08,2026-09-27,25109
L01538,P0007,Maria Chapman,2020-03-13,2025-01-06,17465
L01539,P0315,Robert Deleon,2023-11-15,2026-03-15,13728
L01540,P0173,Kari Johnson,2022-08-12,2029-03-08,28683
L01541,P0002,Tyler Woods,2023-07-31,2028-10-03,9353
L01542,P0034,Lisa Parker,2022-03-28,2029-01-12,25516
L01543,P0190,Mark Thomas,2020-12-21,2029-03-28,31750
L01544,P0250,Christopher West,2024-08-24,2028-03-20,32984
L01545,P0087,Tina Williams,2022-05-12,2026-04-30,44839
L01546,P0263,Katherine Jenkins,2024-06-02,2026-08-30,48963
L01547,P0325,Anthony Ruiz,2024-02-01,2026-02-24,32480
L01548,P0470,Madison Henderson,2022-01-04,2026-10-28,45737
L01549,P0363,Daniel Nichols,2023-08-16,2025-06-20,40248
L01550,P0115,Mr. Ian Gray,2020-08-15,2025-03-08,29906
L01551,P0451,Kenneth Spencer,2020-08-13,2025-03-01,30168
L01552,P0102,William Nelson,2021-03-27,2026-07-20,39237
L01553,P0022,Stephanie Johnson,2020-06-21,2029-09-11,26290
L01554,P0497,Megan Baker,2024-05-20,2028-01-04,23957
L01555,P0137,Sandra Armstrong,2023-10-07,2024-12-08,3072
L01556,P0073,Alexis Kim,2019-11-03,2029-09-17,46363
L01557,P0328,Charles Koch,2024-08-12,2025-03-26,39863
L01558,P0460,Stephanie Smith,2022-11-16,2027-10-07,20223
L01559,P0037,Nicholas Brown,2023-05-26,2028-06-02,37150
L01560,P0170,Timothy Morrison,2020-04-22,2026-05-12,5670
L01561,P0445,Nicholas Mason,2019-11-30,2025-07-04,33803
L01562,P0254,Amanda Hansen,2021-01-09,2029-08-31,7314
L01563,P0286,Travis Owens,2020-06-18,2026-12-18,46901
L01564,P0061,Mark Rodriguez,2020-07-24,2024-11-16,42596
L01565,P0180,Molly Reyes,2020-01-15,2029-01-10,4974
L01566,P0245,Arthur Miller,2020-05-01,2025-03-11,28387
L01567,P0103,Jennifer Bernard,2022-06-27,2025-04-17,33558
L01568,P0038,Joseph Baker,2023-02-21,2028-09-03,33892
L01569,P0441,Katie Gibson,2024-02-23,2027-02-22,6986
L01570,P0456,Jamie Landry,2021-04-21,2025-02-22,4200
L01571,P0059,Kyle Thompson,2021-08-25,2026-01-27,30217
L01572,P0495,Nicholas Kerr,2023-05-01,2027-05-21,8790
L01573,P0147,Vanessa Hall,2024-08-08,2029-02-27,35205
L01574,P0439,Mary Guerrero,2021-03-10,2027-03-16,29012
L01575,P0094,Lisa Thompson,2021-05-01,2027-04-27,47230
L01576,P0331,Mr. Steven Smith,2023-04-17,2028-09-25,19675
L01577,P0418,Nancy Jones,2021-06-06,2025-12-18,35496
L01578,P0126,Daisy Thompson,2024-08-06,2028-03-08,14474
L01579,P0104,Timothy Miller,2019-12-21,2027-12-11,15499
L01580,P0291,Gabriel Douglas,2024-10-17,2027-09-10,42355
L01581,P0195,William Anderson,2021-10-16,2029-03-21,26158
L01582,P0186,Christine Wilson,2021-08-12,2026-11-07,12748
L01583,P0003,Mrs. Sharon Frank,2021-12-27,2028-09-02,7776
L01584,P0377,Natalie Nguyen MD,2021-04-25,2026-05-29,45366
L01585,P0406,Carlos Martin,2022-03-09,2027-05-16,37596
L01586,P0017,William Drake,2023-01-20,2025-02-18,9016
L01587,P0389,Matthew Baker,2023-04-20,2026-11-10,38552
L01588,P0065,Jacqueline Wilcox,2021-08-26,2028-08-10,21488
L01589,P0217,Susan Diaz,2023-03-24,2027-05-18,12012
L01590,P0166,David Brown,2023-09-21,2028-03-16,49710
L01591,P0481,Holly Armstrong,2021-12-10,2029-07-28,48307
L01592,P0049,Charles Hobbs,2023-01-26,2026-09-23,35852
L01593,P0426,Kayla Cruz,2020-06-05,2029-03-25,35400
L01594,P0319,Deanna Johnson,2020-03-19,2026-12-23,8071
L01595,P0353,Willie Perez,2024-01-30,2024-12-27,22911
L01596,P0255,James Rodriguez,2021-12-19,2027-10-20,37110
L01597,P0184,Benjamin Jordan,2019-12-05,2027-04-23,42354
L01598,P0152,Mr. Daniel Price,2020-08-01,2025-10-02,36311
L01599,P0256,Amy Williams,2022-09-07,2028-06-27,35429
L01600,P0385,John Johnson,2024-02-10,2025-06-09,26045
L01601,P0160,Brett Garza,2022-09-26,2025-08-04,27539
L01602,P0317,Marvin Jacobs,2022-03-31,2025-01-03,35859
L01603,P0060,Krista Harris,2023-06-27,2027-02-14,11856
L01604,P0007,Sandra Bryant,2019-11-24,2028-03-19,41340
L01605,P0101,Troy Quinn,2023-04-16,2025-07-04,15642
L01606,P0226,David Kaufman,2023-12-28,2027-12-29,24720
L01607,P0299,Patrick Calderon,2024-09-27,2028-12-14,47126
L01608,P0446,Virginia Harrell,2023-09-25,2028-03-15,11609
L01609,P0249,Jamie Perez,2021-04-18,2026-10-05,7593
L01610,P0370,Robert Powers,2022-06-11,2025-07-19,13812
L01611,P0115,Brittany Kirby,2022-08-08,2025-08-14,7852
L01612,P0409,Kristin Ellis,2022-08-09,2025-12-04,3146
L01613,P0111,Gerald Rivera,2024-06-04,2028-06-27,47779
L01614,P0259,Edward Williams,2022-07-19,2027-10-23,9422
L01615,P0173,Tamara Perry,2020-10-14,2028-12-25,2114
L01616,P0111,Brandon Howell,2024-07-04,2029-03-14,49155
L01617,P0074,Angela Velazquez,2020-10-09,2029-06-23,48646
L01618,P0287,Rebecca Wilson,2020-10-15,2028-06-20,36044
L01619,P0362,Lindsay Goodman,2022-02-19,2029-06-18,12641
L01620,P0050,Laurie Parker,2021-04-02,2026-11-15,5946
L01621,P0152,Chelsey Castro,2020-04-26,2024-11-20,45050
L01622,P0370,Logan Phillips,2023-01-08,2028-10-25,19239
L01623,P0119,Kathleen Willis,2023-08-15,2029-04-25,32034
L01624,P0118,Jacob Phillips,2021-02-04,2026-05-01,23070
L01625,P0111,Alyssa Bailey,2020-04-08,2029-02-03,11932
L01626,P0054,David Goodman,2021-08-25,2027-04-14,46542
L01627,P0139,Kenneth Snyder,2021-03-04,2025-01-11,41407
L01628,P0204,Benjamin Buchanan,2020-12-04,2026-06-13,44689
L01629,P0232,Brittany Frey,2024-05-10,2026-05-04,20907
L01630,P0235,Garrett Foster,2020-08-08,2027-12-26,21119
L01631,P0375,Jennifer Hancock,2022-03-13,2025-09-17,7907
L01632,P0495,Jessica Garcia,2022-01-22,2026-12-02,32706
L01633,P0082,Edgar Mathews,2021-04-30,2027-12-07,6481
L01634,P0258,Kevin Smith,2023-05-06,2027-02-21,37447
L01635,P0172,Jessica Garcia MD,2021-01-26,2024-11-28,14017
L01636,P0265,Angela Sanchez,2024-02-10,2026-03-17,47695
L01637,P0176,Gabrielle Morris,2019-11-07,2028-09-02,11523
L01638,P0287,Leah Richards,2024-03-31,2027-02-03,15451
L01639,P0382,Robert Reyes,2020-05-25,2029-08-26,24824
L01640,P0224,Jodi Wilson,2021-09-10,2028-05-29,25119
L01641,P0325,Bruce Ellison,2023-04-17,2028-06-28,46601
L01642,P0058,Louis Hudson II,2022-02-15,2028-08-31,17315
L01643,P0453,Miranda Reeves,2023-10-01,2027-02-16,7939
L01644,P0018,William Bell,2023-04-10,2027-03-15,48108
L01645,P0397,Jamie Miller,2022-12-07,2028-07-29,49943
L01646,P0253,Michael Johnson,2020-08-12,2028-10-01,18609
L01647,P0200,Marie Cooper,2023-02-19,2029-08-19,13052
L01648,P0004,John Benson,2020-01-03,2027-12-18,20909
L01649,P0209,Geoffrey Cole,2020-10-28,2029-10-12,25430
L01650,P0226,Linda Gonzalez,2019-12-18,2025-05-01,41247
L01651,P0212,John Saunders,2024-02-24,2024-11-29,17557
L01652,P0013,John Hawkins,2020-04-04,2025-05-05,40345
L01653,P0425,Richard Melton,2021-08-20,2025-08-09,21311
L01654,P0124,Raven Rivera,2021-07-26,2027-02-19,42365
L01655,P0043,Lee Cohen,2021-12-05,2028-03-31,39027
L01656,P0136,Tammy Smith,2024-06-09,2025-08-04,1414
L01657,P0414,Richard Young,2019-12-10,2025-10-27,13467
L01658,P0310,Donald Tucker,2022-12-09,2027-09-28,36841
L01659,P0150,Patrick Banks,2023-05-05,2029-03-13,38600
L01660,P0331,Timothy Shaffer,2022-08-20,2026-03-30,40234
L01661,P0036,Henry Flynn,2020-09-03,2026-08-11,8197
L01662,P0427,Alex Rojas,2020-03-11,2027-06-01,35135
L01663,P0046,Angela Ortiz,2021-09-01,2028-01-08,35332
L01664,P0282,Olivia Jackson,2024-01-15,2028-04-09,31476
L01665,P0123,Amy Anderson,2023-03-22,2024-12-17,8980
L01666,P0263,Jamie Armstrong,2023-03-08,2029-07-25,1714
L01667,P0013,Timothy Snow,2020-02-04,2027-05-30,31151
